iter	Passed	Remaining
1668	35688	2074
1669	35707	2052
1670	35730	2031
1671	35748	2009
1672	35767	1988
1673	35786	1966
1674	35810	1945
1675	35832	1924
1676	35854	1902
1677	35878	1881
1678	35902	1860
1679	35924	1838
1680	35945	1817
1681	35964	1796
1682	35985	1774
1683	36006	1753
1684	36026	1731
1685	36045	1710
1686	36070	1689
1687	36091	1667
1688	36114	1646
1689	36137	1625
1690	36160	1603
1691	36182	1582
1692	36201	1560
1693	36220	1539
1694	36244	1518
1695	36265	1496
1696	36281	1475
1697	36304	1453
1698	36328	1432
1699	36350	1411
1700	36371	1389
1701	36392	1368
1702	36413	1347
1703	36431	1325
1704	36449	1304
1705	36467	1282
1706	36485	1261
1707	36503	1239
1708	36519	1218
1709	36541	1196
1710	36567	1175
1711	36592	1154
1712	36617	1132
1713	36640	1111
1714	36676	1090
1715	36696	1069
1716	36719	1047
1717	36744	1026
1718	36764	1005
1719	36783	983
1720	36800	962
1721	36818	940
1722	36836	919
1723	36859	897
1724	36880	876
1725	36897	855
1726	36919	833
1727	36940	812
1728	36961	790
1729	36984	769
1730	37004	748
1731	37025	726
1732	37045	705
1733	37065	684
1734	37087	662
1735	37111	641
1736	37131	619
1737	37153	598
1738	37172	577
1739	37196	555
1740	37218	534
1741	37236	513
1742	37254	491
1743	37280	470
1744	37298	448
1745	37316	427
1746	37338	406
1747	37360	384
1748	37386	363
1749	37407	342
1750	37426	320
1751	37446	299
1752	37465	277
1753	37483	256
1754	37501	235
1755	37522	213
1756	37540	192
1757	37561	170
1758	37580	149
1759	37600	128
1760	37620	106
1761	37639	85
1762	37658	64
1763	37676	42
1764	37695	21
1765	37719	0
