iter	Logloss
1513	0.1279250654
1514	0.127915087
1515	0.1279023844
1516	0.1278860487
1517	0.1278654065
1518	0.1278442914
1519	0.1278335593
1520	0.1278218012
1521	0.12782167
1522	0.1278084219
1523	0.1277888728
1524	0.1277888674
1525	0.127777259
1526	0.127777246
1527	0.1277561397
1528	0.1277561234
1529	0.1277561201
1530	0.1277561049
1531	0.1277560876
1532	0.1277560822
1533	0.127756067
1534	0.127756067
1535	0.1277560247
1536	0.1277560323
1537	0.127756003
1538	0.1277558642
1539	0.1277558609
1540	0.1277557351
1541	0.1277557243
1542	0.1277556983
1543	0.1277556907
1544	0.1277395383
1545	0.1277395231
1546	0.1277257023
1547	0.1277256958
1548	0.1277055373
1549	0.1277039529
1550	0.1276935276
1551	0.1276764903
1552	0.1276764675
1553	0.1276764697
1554	0.1276764437
1555	0.1276683165
1556	0.1276578869
1557	0.1276299136
1558	0.1276160657
1559	0.127615941
1560	0.1276158531
1561	0.1276157729
1562	0.1276157642
1563	0.1276061003
1564	0.1276060873
1565	0.1276060569
1566	0.1276060732
1567	0.1276060396
1568	0.1276060287
1569	0.1276058812
1570	0.1276058899
1571	0.1276018459
1572	0.1276018068
1573	0.1275832219
1574	0.127583211
1575	0.1275831753
1576	0.1275831579
1577	0.1275831471
1578	0.1275775131
1579	0.1275631111
1580	0.1275432888
1581	0.1275316316
1582	0.1275117941
1583	0.1275116433
1584	0.1275116422
1585	0.1275116129
1586	0.1275116064
1587	0.127511588
1588	0.1274889937
1589	0.1274889731
1590	0.1274888592
1591	0.1274703177
1592	0.1274623076
1593	0.1274622816
1594	0.1274475781
1595	0.1274316198
1596	0.1274223648
1597	0.1274223626
1598	0.1274223463
1599	0.1274157884
1600	0.1274049934
1601	0.127384837
1602	0.1273735052
1603	0.1273665601
1604	0.1273665623
1605	0.1273665623
1606	0.1273665514
1607	0.1273480912
1608	0.1273349266
1609	0.1273126186
1610	0.1273125297
1611	0.1272965757
1612	0.1272792228
1613	0.1272792217
1614	0.1272792217
1615	0.1272792087
1616	0.1272791848
1617	0.1272592183
1618	0.127251655
1619	0.1272286844
1620	0.1272107947
1621	0.1271915883
1622	0.1271776461
1623	0.127161331
1624	0.1271613321
1625	0.1271393863
1626	0.1271282887
1627	0.1271105421
1628	0.127092429
1629	0.1270924333
1630	0.1270816361
1631	0.1270756356
1632	0.1270732942
1633	0.1270552396
1634	0.1270349509
1635	0.1270349282
1636	0.1270349282
1637	0.1270349021
1638	0.1270348935
1639	0.12702725
1640	0.1270153412
1641	0.1269966044
1642	0.126996586
1643	0.1269823911
1644	0.1269823857
1645	0.1269823867
1646	0.1269823575
1647	0.1269823564
1648	0.1269822599
1649	0.1269822327
1650	0.1269822338
1651	0.126978116
1652	0.1269734917
1653	0.1269663862
1654	0.1269412607
1655	0.1269274388
1656	0.1269187759
1657	0.1269187618
1658	0.1269033208
1659	0.126887997
1660	0.1268738802
1661	0.1268578796
1662	0.1268475216
1663	0.1268475173
1664	0.1268125164
1665	0.1268125077
1666	0.1268124893
1667	0.1268124904
1668	0.1268124654
1669	0.1268124502
1670	0.1267991566
1671	0.12679915
1672	0.1267833403
1673	0.1267727893
1674	0.1267559765
1675	0.1267420559
1676	0.126725679
1677	0.1267106968
1678	0.1266971688
1679	0.126682397
1680	0.1266664702
1681	0.1266664506
1682	0.1266503774
1683	0.1266223726
1684	0.1266084586
1685	0.1265901567
1686	0.1265764075
1687	0.1265763956
1688	0.1265762806
1689	0.1265606466
1690	0.1265463584
1691	0.1265461838
1692	0.1265331016
1693	0.1265189523
1694	0.1265016232
1695	0.1264981637
1696	0.1264981604
1697	0.1264980498
1698	0.1264883382
1699	0.1264776993
1700	0.1264720491
1701	0.1264700005
1702	0.1264594061
1703	0.1264594029
1704	0.1264593812
1705	0.1264593584
1706	0.1264593497
1707	0.126459341
1708	0.1264593378
1709	0.1264305934
1710	0.1264157
1711	0.1263958918
1712	0.1263915885
1713	0.1263797264
1714	0.126362085
1715	0.126362073
1716	0.1263516869
1717	0.1263423212
1718	0.1263288572
1719	0.1263288334
1720	0.1263288225
1721	0.1263288204
1722	0.1263288052
1723	0.1263286989
1724	0.126312399
1725	0.126312386
1726	0.1262945255
1727	0.1262945082
1728	0.1262746327
1729	0.1262676898
1730	0.1262537129
1731	0.1262322508
1732	0.1262322595
1733	0.1262322432
1734	0.1262157893
1735	0.1262061775
1736	0.1262061634
1737	0.1262060527
1738	0.1262060419
1739	0.1261966697
1740	0.1261781585
1741	0.1261781575
1742	0.1261684122
1743	0.1261666152
1744	0.1261666141
1745	0.1261666022
1746	0.1261580955
1747	0.1261504878
1748	0.1261395713
1749	0.1261131628
1750	0.1261131498
1751	0.1261131292
1752	0.1261131184
1753	0.1261130978
1754	0.1261130826
1755	0.1261130771
1756	0.1261130782
1757	0.1261027875
1758	0.1260964974
1759	0.1260964985
1760	0.1260964942
1761	0.1260964844
1762	0.1260964877
1763	0.1260964855
1764	0.1260964812
1765	0.1260963825
